,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
68569,tt0069995,movie,Don't Look Now,Don't Look Now,0,1973,\N,110,"Drama,Horror,Mystery"
68590,tt0070016,movie,Charlotte's Web,Charlotte's Web,0,1973,\N,94,"Adventure,Animation,Drama"
68596,tt0070022,movie,Electra Glide in Blue,Electra Glide in Blue,0,1973,\N,114,"Crime,Drama,Mystery"
68608,tt0070034,movie,Enter the Dragon,Enter the Dragon,0,1973,\N,102,"Action,Crime,Thriller"
68620,tt0070047,movie,The Exorcist,The Exorcist,0,1973,\N,122,Horror
68698,tt0070130,movie,The Big Feast,La grande bouffe,0,1973,\N,130,"Comedy,Drama"
68721,tt0070155,movie,The Harder They Come,The Harder They Come,0,1972,\N,120,"Crime,Drama,Music"
68794,tt0070233,movie,Ivan Vasilyevich Changes His Profession,Ivan Vasilevich menyaet professiyu,0,1973,\N,88,"Adventure,Comedy,Sci-Fi"
68800,tt0070239,movie,Jesus Christ Superstar,Jesus Christ Superstar,0,1973,\N,106,"Drama,History,Musical"
68807,tt0070246,movie,Battles Without Honor and Humanity,Jingi naki tatakai,0,1973,\N,99,"Crime,Drama"
68851,tt0070290,movie,The Last Detail,The Last Detail,0,1973,\N,104,"Comedy,Drama"
68855,tt0070294,movie,The Legend of Hell House,The Legend of Hell House,0,1973,\N,95,Horror
68887,tt0070328,movie,Live and Let Die,Live and Let Die,0,1973,\N,121,"Action,Adventure,Thriller"
68893,tt0070334,movie,The Long Goodbye,The Long Goodbye,0,1973,\N,112,"Comedy,Crime,Drama"
68908,tt0070350,movie,The Mack,The Mack,0,1973,\N,110,"Crime,Drama"
68913,tt0070355,movie,Magnum Force,Magnum Force,0,1973,\N,124,"Action,Crime,Mystery"
68937,tt0070379,movie,Mean Streets,Mean Streets,0,1973,\N,112,"Crime,Drama,Thriller"
68993,tt0070439,movie,Unbelievable Adventures of Italians in Russia,Neveroyatnye priklyucheniya italyantsev v Rossii,0,1974,\N,104,"Adventure,Comedy,Crime"
69013,tt0070460,movie,Day for Night,La nuit américaine,0,1973,\N,116,"Comedy,Drama,Romance"
69055,tt0070506,movie,Bread and Chocolate,Pane e cioccolata,0,1974,\N,100,"Comedy,Drama"
69058,tt0070509,movie,The Paper Chase,The Paper Chase,0,1973,\N,113,"Comedy,Drama"
69059,tt0070510,movie,Paper Moon,Paper Moon,0,1973,\N,102,"Comedy,Crime,Drama"
69060,tt0070511,movie,Papillon,Papillon,0,1973,\N,151,"Biography,Crime,Drama"
69067,tt0070518,movie,Pat Garrett & Billy the Kid,Pat Garrett and Billy the Kid,0,1973,\N,122,"Biography,Drama,Western"
69091,tt0070544,movie,Fantastic Planet,La planète sauvage,0,1973,\N,72,"Animation,Sci-Fi"
69155,tt0070608,movie,Robin Hood,Robin Hood,0,1973,\N,83,"Adventure,Animation,Comedy"
69190,tt0070644,tvMiniSeries,Scenes from a Marriage,Scener ur ett äktenskap,0,1973,1973,283,Drama
69199,tt0070653,movie,Scorpio,Scorpio,0,1973,\N,114,"Action,Drama,Thriller"
69212,tt0070666,movie,Serpico,Serpico,0,1973,\N,130,"Biography,Crime,Drama"
69244,tt0070698,movie,Sisters,Sisters,0,1972,\N,93,"Horror,Mystery,Thriller"
69253,tt0070707,movie,Sleeper,Sleeper,0,1973,\N,89,"Comedy,Sci-Fi"
69269,tt0070723,movie,Soylent Green,Soylent Green,0,1973,\N,97,"Crime,Mystery,Sci-Fi"
69281,tt0070735,movie,The Sting,The Sting,0,1973,\N,129,"Comedy,Crime,Drama"
69361,tt0070820,movie,Touki Bouki,Touki bouki,0,1973,\N,85,Drama
69380,tt0070842,movie,Turkish Delight,Turks fruit,0,1973,\N,108,"Drama,Romance"
69387,tt0070849,movie,Last Tango in Paris,Ultimo tango a Parigi,0,1972,\N,129,"Drama,Romance"
69399,tt0070861,movie,Only Old Men Are Going to Battle,V boy idut odni 'stariki',0,1974,\N,92,"Comedy,Drama,War"
69440,tt0070903,movie,The Way We Were,The Way We Were,0,1973,\N,118,"Drama,Romance"
69441,tt0070904,tvMiniSeries,World on a Wire,Welt am Draht,0,1973,1973,103,"Crime,Mystery,Sci-Fi"
69446,tt0070909,movie,Westworld,Westworld,0,1973,\N,88,"Action,Drama,Sci-Fi"
69454,tt0070917,movie,The Wicker Man,The Wicker Man,0,1973,\N,88,"Horror,Mystery,Thriller"
69642,tt0071110,movie,Airport 1975,Airport 1975,0,1974,\N,107,"Action,Drama,Thriller"
69647,tt0071115,movie,Alice Doesn't Live Here Anymore,Alice Doesn't Live Here Anymore,0,1974,\N,112,"Drama,Romance"
69660,tt0071129,movie,Amarcord,Amarcord,0,1973,\N,123,"Comedy,Drama"
69672,tt0071141,movie,Ali: Fear Eats the Soul,Angst essen Seele auf,0,1974,\N,93,"Drama,Romance"
69674,tt0071143,movie,Beautiful People,Animals Are Beautiful People,0,1974,\N,92,"Comedy,Documentary"
69733,tt0071203,movie,Belladonna of Sadness,Kanashimi no Beradonna,0,1973,\N,86,"Animation,Drama,Fantasy"
69736,tt0071206,movie,Benji,Benji,0,1974,\N,86,"Adventure,Family,Romance"
69752,tt0071222,movie,Black Christmas,Black Christmas,0,1974,\N,98,"Horror,Mystery,Thriller"
69760,tt0071230,movie,Blazing Saddles,Blazing Saddles,0,1974,\N,93,"Comedy,Western"
69763,tt0071233,movie,Blood for Dracula,Sangue per Dracula,0,1974,\N,106,Horror
69779,tt0071249,movie,Bring Me the Head of Alfredo Garcia,Bring Me the Head of Alfredo Garcia,0,1974,\N,112,"Action,Crime,Drama"
69799,tt0071269,movie,California Split,California Split,0,1974,\N,108,"Comedy,Drama"
69845,tt0071315,movie,Chinatown,Chinatown,0,1974,\N,130,"Drama,Mystery,Thriller"
69888,tt0071360,movie,The Conversation,The Conversation,0,1974,\N,113,"Drama,Mystery,Thriller"
69929,tt0071402,movie,Death Wish,Death Wish,0,1974,\N,93,"Action,Crime,Drama"
69938,tt0071411,movie,Dersu Uzala,Dersu Uzala,0,1975,\N,142,"Adventure,Biography,Drama"
69980,tt0071455,movie,Earthquake,Earthquake,0,1974,\N,122,"Action,Drama,Thriller"
69989,tt0071464,movie,Emmanuelle,Emmanuelle,0,1974,\N,95,"Drama,Romance"
70040,tt0071517,movie,Foxy Brown,Foxy Brown,0,1974,\N,92,"Action,Crime,Thriller"
70047,tt0071524,movie,The Front Page,The Front Page,0,1974,\N,105,"Comedy,Drama,Romance"
70085,tt0071562,movie,The Godfather Part II,The Godfather Part II,0,1974,\N,202,"Crime,Drama"
70088,tt0071565,movie,Godzilla vs. Mechagodzilla,Gojira tai Mekagojira,0,1974,\N,84,"Action,Animation,Family"
70092,tt0071569,movie,The Golden Voyage of Sinbad,The Golden Voyage of Sinbad,0,1973,\N,105,"Action,Adventure,Fantasy"
70094,tt0071571,movie,Gone in 60 Seconds,Gone in 60 Seconds,0,1974,\N,98,"Action,Crime,Drama"
70100,tt0071577,movie,The Great Gatsby,The Great Gatsby,0,1974,\N,144,"Drama,Romance"
70130,tt0071607,movie,Herbie Rides Again,Herbie Rides Again,0,1974,\N,88,"Comedy,Family,Fantasy"
70138,tt0071615,movie,The Holy Mountain,La montaña sagrada,0,1973,\N,114,"Adventure,Drama,Fantasy"
70170,tt0071647,movie,Idaho Transfer,Idaho Transfer,0,1973,\N,86,Sci-Fi
70173,tt0071650,movie,Ilsa: She Wolf of the SS,Ilsa: She Wolf of the SS,0,1975,\N,96,"Drama,Horror,Thriller"
70266,tt0071746,movie,Lenny,Lenny,0,1974,\N,111,"Biography,Drama"
70290,tt0071771,movie,The Longest Yard,The Longest Yard,0,1974,\N,121,"Comedy,Crime,Drama"
70291,tt0071772,movie,The Lords of Flatbush,The Lords of Flatbush,0,1974,\N,86,"Comedy,Drama,Romance"
70326,tt0071807,movie,The Man with the Golden Gun,The Man with the Golden Gun,0,1974,\N,125,"Action,Adventure,Thriller"
70371,tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,0,1975,\N,91,"Adventure,Comedy,Fantasy"
70394,tt0071877,movie,Murder on the Orient Express,Murder on the Orient Express,0,1974,\N,128,"Crime,Drama,Mystery"
70426,tt0071910,movie,The Night Porter,Il portiere di notte,0,1974,\N,118,Drama
70447,tt0071935,movie,The Odessa File,The ODESSA File,0,1974,\N,130,"Drama,Thriller"
70482,tt0071970,movie,The Parallax View,The Parallax View,0,1974,\N,102,"Drama,Mystery,Thriller"
70506,tt0071994,movie,Phantom of the Paradise,Phantom of the Paradise,0,1974,\N,91,"Comedy,Drama,Fantasy"
70592,tt0072081,movie,The Return of the Pink Panther,The Return of the Pink Panther,0,1975,\N,113,"Comedy,Crime,Mystery"
70733,tt0072226,movie,The Sugarland Express,The Sugarland Express,0,1974,\N,110,"Crime,Drama"
70756,tt0072251,movie,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three,0,1974,\N,104,"Action,Crime,Thriller"
70776,tt0072271,movie,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,0,1974,\N,83,Horror
70777,tt0072272,movie,That's Entertainment!,That's Entertainment!,0,1974,\N,135,"Documentary,Family,Musical"
70785,tt0072281,movie,The Three Musketeers,The Three Musketeers,0,1973,\N,106,"Action,Adventure,Romance"
70792,tt0072288,movie,Thunderbolt and Lightfoot,Thunderbolt and Lightfoot,0,1974,\N,115,"Action,Comedy,Crime"
70810,tt0072308,movie,The Towering Inferno,The Towering Inferno,0,1974,\N,165,"Action,Drama,Thriller"
70852,tt0072353,movie,Going Places,Les valseuses,0,1974,\N,117,"Action,Comedy,Crime"
70906,tt0072410,short,Winnie the Pooh and Tigger Too,Winnie the Pooh and Tigger Too,0,1974,\N,25,"Animation,Comedy,Family"
70913,tt0072417,movie,A Woman Under the Influence,A Woman Under the Influence,0,1974,\N,155,"Drama,Romance"
70926,tt0072431,movie,Young Frankenstein,Young Frankenstein,0,1974,\N,106,Comedy
70937,tt0072443,movie,Mirror,Zerkalo,0,1975,\N,107,"Biography,Drama"
71107,tt0072613,movie,Afonya,Afonya,0,1975,\N,92,"Comedy,Drama,Romance"
71146,tt0072653,movie,The Apple Dumpling Gang,The Apple Dumpling Gang,0,1975,\N,100,"Comedy,Family,Western"
71177,tt0072684,movie,Barry Lyndon,Barry Lyndon,0,1975,\N,185,"Adventure,Drama,War"
71222,tt0072730,movie,A Boy and His Dog,A Boy and His Dog,0,1975,\N,91,"Comedy,Drama,Sci-Fi"
71339,tt0072848,movie,The Day of the Locust,The Day of the Locust,0,1975,\N,144,"Drama,Thriller"
71347,tt0072856,movie,Death Race 2000,Death Race 2000,0,1975,\N,80,"Action,Comedy,Sci-Fi"
71379,tt0072890,movie,Dog Day Afternoon,Dog Day Afternoon,0,1975,\N,125,"Biography,Crime,Drama"
71390,tt0072901,movie,The Twelve Tasks of Asterix,Les 12 travaux d'Astérix,0,1976,\N,82,"Adventure,Animation,Comedy"
71402,tt0072913,movie,Master of the Flying Guillotine,Du bi quan wang da po xue di zi,0,1976,\N,81,"Action,Drama,Fantasy"
71439,tt0072951,movie,Escape to Witch Mountain,Escape to Witch Mountain,0,1975,\N,97,"Adventure,Family,Fantasy"
71467,tt0072979,movie,Female Trouble,Female Trouble,0,1974,\N,89,"Comedy,Crime"
71500,tt0073012,movie,The Four Musketeers: Milady's Revenge,The Four Musketeers,0,1974,\N,108,"Action,Adventure,Romance"
71506,tt0073018,movie,French Connection II,French Connection II,0,1975,\N,119,"Action,Crime,Drama"
71530,tt0073043,movie,The Giant Spider Invasion,The Giant Spider Invasion,0,1975,\N,84,"Horror,Sci-Fi"
71561,tt0073076,movie,Grey Gardens,Grey Gardens,0,1975,\N,95,"Comedy,Documentary,Drama"
71582,tt0073099,short,Hedgehog in the Fog,Yozhik v tumane,0,1975,\N,11,"Animation,Drama,Family"
71597,tt0073115,movie,The Story of O,Histoire d'O,0,1975,\N,97,Drama
71660,tt0073179,tvMovie,"The Irony of Fate, or Enjoy Your Bath!","Ironiya sudby, ili S legkim parom!",0,1976,\N,192,"Comedy,Drama,Romance"
71674,tt0073195,movie,Jaws,Jaws,0,1975,\N,124,"Adventure,Drama,Horror"
71737,tt0073260,movie,The Land That Time Forgot,The Land That Time Forgot,0,1974,\N,91,"Adventure,Fantasy"
71788,tt0073312,movie,Love and Death,Love and Death,0,1975,\N,85,"Comedy,War"
71817,tt0073341,movie,The Man Who Would Be King,The Man Who Would Be King,0,1975,\N,129,"Adventure,Drama,War"
71869,tt0073396,movie,Mitchell,Mitchell,0,1975,\N,97,"Action,Crime,Drama"
71912,tt0073440,movie,Nashville,Nashville,0,1975,\N,160,"Comedy,Drama,Music"
71914,tt0073442,movie,It Can't Be!,Ne mozhet byt!,0,1975,\N,100,"Comedy,Drama,Musical"
71956,tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0,1975,\N,133,Drama
72007,tt0073540,movie,Picnic at Hanging Rock,Picnic at Hanging Rock,0,1975,\N,115,"Drama,Mystery"
72046,tt0073580,movie,The Passenger,Professione: reporter,0,1975,\N,126,"Drama,Thriller"
72048,tt0073582,movie,Deep Red,Profondo rosso,0,1975,\N,127,"Horror,Mystery,Thriller"
72094,tt0073629,movie,The Rocky Horror Picture Show,The Rocky Horror Picture Show,0,1975,\N,100,"Comedy,Horror,Musical"
72096,tt0073631,movie,Rollerball,Rollerball,0,1975,\N,125,"Action,Sci-Fi,Sport"
72104,tt0073639,movie,Royal Flash,Royal Flash,0,1975,\N,102,"Adventure,Comedy,History"
72115,tt0073650,movie,"Salò, or the 120 Days of Sodom",Salò o le 120 giornate di Sodoma,0,1975,\N,117,Drama
72156,tt0073692,movie,Shampoo,Shampoo,0,1975,\N,110,"Comedy,Drama"
72209,tt0073747,movie,The Stepford Wives,The Stepford Wives,0,1975,\N,115,"Horror,Mystery,Sci-Fi"
72264,tt0073802,movie,Three Days of the Condor,Three Days of the Condor,0,1975,\N,117,"Crime,Mystery,Thriller"
72274,tt0073812,movie,Tommy,Tommy,0,1975,\N,111,"Drama,Musical"
72279,tt0073817,movie,Swept Away,Travolti da un insolito destino nell'azzurro mare d'agosto,0,1974,\N,114,"Adventure,Comedy,Drama"
72282,tt0073820,tvMovie,Trilogy of Terror,Trilogy of Terror,0,1975,\N,72,"Horror,Thriller"
72364,tt0073906,movie,The Wind and the Lion,The Wind and the Lion,0,1975,\N,119,"Action,Adventure,Drama"
72539,tt0074084,movie,1900,Novecento,0,1976,\N,317,"Drama,History"
72555,tt0074102,movie,In the Realm of the Senses,Ai no korîda,0,1976,\N,109,"Drama,Romance"
72572,tt0074119,movie,All the President's Men,All the President's Men,0,1976,\N,138,"Drama,History,Thriller"
72574,tt0074121,movie,Allegro non troppo,Allegro non troppo,0,1976,\N,75,"Animation,Comedy,Fantasy"
72608,tt0074156,movie,Assault on Precinct 13,Assault on Precinct 13,0,1976,\N,91,"Action,Crime,Thriller"
72625,tt0074174,movie,The Bad News Bears,The Bad News Bears,0,1976,\N,102,"Comedy,Drama,Family"
72656,tt0074205,movie,The Big Bus,The Big Bus,0,1976,\N,88,"Action,Comedy"
72703,tt0074256,movie,Bugsy Malone,Bugsy Malone,0,1976,\N,93,"Comedy,Crime,Family"
72705,tt0074258,movie,Burnt Offerings,Burnt Offerings,0,1976,\N,116,"Horror,Mystery,Thriller"
72728,tt0074281,movie,Car Wash,Car Wash,0,1976,\N,97,"Comedy,Drama,Romance"
72732,tt0074285,movie,Carrie,Carrie,0,1976,\N,98,"Horror,Mystery"
72738,tt0074291,movie,Casanova,Il Casanova di Federico Fellini,0,1976,\N,155,"Biography,Drama,History"
72885,tt0074442,movie,Crime Busters,I due superpiedi quasi piatti,0,1977,\N,98,"Action,Adventure,Comedy"
72894,tt0074452,movie,The Eagle Has Landed,The Eagle Has Landed,0,1976,\N,123,"Adventure,Drama,Thriller"
72897,tt0074455,movie,Eaten Alive,Eaten Alive,0,1976,\N,91,"Horror,Thriller"
72924,tt0074483,movie,The Enforcer,The Enforcer,0,1976,\N,96,"Action,Crime,Thriller"
72927,tt0074486,movie,Eraserhead,Eraserhead,0,1977,\N,89,"Fantasy,Horror"
72952,tt0074512,movie,Family Plot,Family Plot,0,1976,\N,120,"Comedy,Crime,Drama"
72998,tt0074559,movie,Futureworld,Futureworld,0,1976,\N,108,"Sci-Fi,Thriller"
73042,tt0074605,movie,Harlan County U.S.A.,Harlan County U.S.A.,0,1976,\N,103,Documentary
73151,tt0074718,movie,Jonah Who Will Be 25 in the Year 2000,Jonas qui aura 25 ans en l'an 2000,0,1976,\N,116,Drama
73172,tt0074739,movie,Kenny & Company,Kenny & Company,0,1976,\N,90,"Comedy,Drama"
73183,tt0074751,movie,King Kong,King Kong,0,1976,\N,134,"Adventure,Horror"
73237,tt0074806,movie,The Little Girl Who Lives Down the Lane,The Little Girl Who Lives Down the Lane,0,1976,\N,91,"Drama,Horror,Mystery"
73242,tt0074811,movie,The Tenant,Le locataire,0,1976,\N,126,"Drama,Thriller"
73243,tt0074812,movie,Logan's Run,Logan's Run,0,1976,\N,119,"Action,Adventure,Sci-Fi"
73281,tt0074851,movie,The Man Who Fell to Earth,The Man Who Fell to Earth,0,1976,\N,139,"Drama,Sci-Fi"
73290,tt0074860,movie,Marathon Man,Marathon Man,0,1976,\N,125,"Crime,Drama,Thriller"
73326,tt0074899,movie,Midway,Midway,0,1976,\N,132,"Action,Drama,History"
73364,tt0074937,movie,Murder by Death,Murder by Death,0,1976,\N,95,"Comedy,Crime,Mystery"
73385,tt0074958,movie,Network,Network,0,1976,\N,121,Drama
73417,tt0074991,movie,Obsession,Obsession,0,1976,\N,98,"Drama,Mystery,Thriller"
73431,tt0075005,movie,The Omen,The Omen,0,1976,\N,111,"Horror,Mystery"
73454,tt0075029,movie,The Outlaw Josey Wales,The Outlaw Josey Wales,0,1976,\N,135,"Drama,Western"
73489,tt0075066,movie,The Pink Panther Strikes Again,The Pink Panther Strikes Again,0,1976,\N,103,"Comedy,Crime"
73568,tt0075147,movie,Robin and Marian,Robin and Marian,0,1976,\N,106,"Adventure,Drama,Romance"
73569,tt0075148,movie,Rocky,Rocky,0,1976,\N,120,"Drama,Sport"
73615,tt0075194,movie,The Seven-Per-Cent Solution,The Seven-Per-Cent Solution,0,1976,\N,113,"Adventure,Comedy,Crime"
73621,tt0075200,movie,The Shaggy D.A.,The Shaggy D.A.,0,1976,\N,91,"Comedy,Family,Fantasy"
73623,tt0075202,movie,Shaolin Temple,Shao Lin si,0,1976,\N,126,"Action,Drama"
73634,tt0075213,movie,The Shootist,The Shootist,0,1976,\N,100,"Drama,Romance,Western"
73642,tt0075222,movie,Silent Movie,Silent Movie,0,1976,\N,87,Comedy
73643,tt0075223,movie,Silver Streak,Silver Streak,0,1976,\N,114,"Action,Comedy,Crime"
73679,tt0075261,movie,Squirm,Squirm,0,1976,\N,92,Horror
73694,tt0075276,movie,Stroszek,Stroszek,0,1977,\N,115,"Comedy,Drama"
73731,tt0075314,movie,Taxi Driver,Taxi Driver,0,1976,\N,114,"Crime,Drama"
73816,tt0075404,movie,The Ascent,Voskhozhdenie,0,1977,\N,111,"Drama,War"
73879,tt0075468,tvMiniSeries,Twelve Chairs,12 stulev,0,1977,1977,76,"Adventure,Comedy,Mystery"
73979,tt0075572,tvMiniSeries,Roots,Roots,0,1977,1977,74,"Biography,Drama,History"
74016,tt0075610,tvMovie,21 Up,21 Up,0,1977,\N,100,"Biography,Documentary"
74018,tt0075612,movie,3 Women,3 Women,0,1977,\N,124,"Drama,Mystery,Thriller"
74054,tt0075648,movie,Airport '77,Airport '77,0,1977,\N,114,"Action,Drama,Thriller"
74080,tt0075675,movie,The American Friend,Der amerikanische Freund,0,1977,\N,128,"Crime,Drama,Mystery"
74091,tt0075686,movie,Annie Hall,Annie Hall,0,1977,\N,93,"Comedy,Romance"
74108,tt0075703,movie,Long Live Ghosts!,At zijí duchové!,0,1977,\N,85,"Comedy,Family,Fantasy"
74109,tt0075704,movie,Audrey Rose,Audrey Rose,0,1977,\N,113,"Drama,Fantasy,Horror"
74158,tt0075754,movie,Billy Jack Goes to Washington,Billy Jack Goes to Washington,0,1977,\N,155,"Drama,Thriller"
74187,tt0075784,movie,A Bridge Too Far,A Bridge Too Far,0,1977,\N,175,"Drama,History,War"
74209,tt0075807,movie,Candleshoe,Candleshoe,0,1977,\N,101,"Adventure,Comedy,Drama"
74226,tt0075824,movie,That Obscure Object of Desire,Cet obscur objet du désir,0,1977,\N,103,"Comedy,Drama,Romance"
74260,tt0075860,movie,Close Encounters of the Third Kind,Close Encounters of the Third Kind,0,1977,\N,138,"Drama,Sci-Fi"
74334,tt0075936,movie,Desperate Living,Desperate Living,0,1977,\N,90,"Comedy,Crime,Fantasy"
74366,tt0075968,movie,The Duellists,The Duellists,0,1977,\N,100,"Drama,War"
74392,tt0075995,movie,Equus,Equus,0,1977,\N,137,"Drama,Mystery"
74406,tt0076009,movie,Exorcist II: The Heretic,Exorcist II: The Heretic,0,1977,\N,117,Horror
74439,tt0076044,movie,For the Love of Benji,For the Love of Benji,0,1977,\N,85,"Adventure,Comedy,Drama"
74449,tt0076054,movie,Freaky Friday,Freaky Friday,0,1976,\N,98,"Comedy,Family,Fantasy"
74465,tt0076070,movie,The Gauntlet,The Gauntlet,0,1977,\N,109,"Action,Crime,Thriller"
74479,tt0076085,movie,A Special Day,Una giornata particolare,0,1977,\N,103,Drama
74489,tt0076095,movie,The Goodbye Girl,The Goodbye Girl,0,1977,\N,111,"Comedy,Drama,Romance"
74529,tt0076137,movie,Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,0,1977,\N,105,"Action,Adventure,Comedy"
74533,tt0076141,movie,High Anxiety,High Anxiety,0,1977,\N,94,"Comedy,Mystery,Thriller"
74564,tt0076172,movie,I Never Promised You a Rose Garden,I Never Promised You a Rose Garden,0,1977,\N,96,"Drama,Fantasy"
74613,tt0076221,movie,Jabberwocky,Jabberwocky,0,1977,\N,105,"Adventure,Comedy,Fantasy"
74632,tt0076240,movie,Jubilee,Jubilee,0,1978,\N,106,"Comedy,Crime,Drama"
74637,tt0076245,movie,Julia,Julia,0,1977,\N,117,Drama
74647,tt0076257,movie,The Kentucky Fried Movie,The Kentucky Fried Movie,0,1977,\N,83,Comedy
74687,tt0076299,movie,The Last Wave,The Last Wave,0,1977,\N,106,"Drama,Fantasy,Mystery"
74728,tt0076342,movie,MacArthur,MacArthur,0,1977,\N,130,"Biography,Drama,History"
74746,tt0076360,movie,A Man Called Blade,Mannaja,0,1977,\N,101,"Action,Drama,Thriller"
74749,tt0076363,movie,The Many Adventures of Winnie the Pooh,The Many Adventures of Winnie the Pooh,0,1977,\N,74,"Animation,Comedy,Family"
74776,tt0076391,movie,Mimino,Mimino,0,1977,\N,95,"Comedy,Drama"
74836,tt0076451,movie,"New York, New York","New York, New York",0,1977,\N,155,"Drama,Music,Musical"
74872,tt0076489,movie,"Oh, God!","Oh, God!",0,1977,\N,98,"Comedy,Fantasy"
74887,tt0076504,movie,Orca,Orca,0,1977,\N,92,"Adventure,Drama,Horror"
74918,tt0076535,movie,The People That Time Forgot,The People That Time Forgot,0,1977,\N,91,"Adventure,Sci-Fi"
74921,tt0076538,movie,Pete's Dragon,Pete's Dragon,0,1977,\N,128,"Adventure,Animation,Comedy"
74961,tt0076578,movie,Pumping Iron,Pumping Iron,0,1977,\N,86,"Documentary,Sport"
74967,tt0076584,movie,The Inglorious Bastards,Quel maledetto treno blindato,0,1978,\N,99,"Action,Adventure,War"
75000,tt0076618,movie,The Rescuers,The Rescuers,0,1977,\N,77,"Adventure,Animation,Comedy"
75016,tt0076636,movie,Rollercoaster,Rollercoaster,0,1977,\N,119,"Action,Crime,Drama"
75046,tt0076666,movie,Saturday Night Fever,Saturday Night Fever,0,1977,\N,118,"Drama,Music"
75094,tt0076716,movie,Sinbad and the Eye of the Tiger,Sinbad and the Eye of the Tiger,0,1977,\N,113,"Action,Adventure,Family"
75101,tt0076723,movie,Slap Shot,Slap Shot,0,1977,\N,123,"Comedy,Drama,Sport"
75104,tt0076727,movie,Office Romance,Sluzhebnyy roman,0,1977,\N,159,"Comedy,Drama,Romance"
75106,tt0076729,movie,Smokey and the Bandit,Smokey and the Bandit,0,1977,\N,96,"Action,Adventure,Comedy"
75129,tt0076752,movie,The Spy Who Loved Me,The Spy Who Loved Me,0,1977,\N,125,"Action,Adventure,Thriller"
75136,tt0076759,movie,Star Wars: Episode IV - A New Hope,Star Wars,0,1977,\N,121,"Action,Adventure,Fantasy"
75160,tt0076786,movie,Suspiria,Suspiria,0,1977,\N,92,Horror
75216,tt0076843,movie,The Turning Point,The Turning Point,0,1977,\N,119,"Drama,Music,Romance"
75297,tt0076929,movie,Wizards,Wizards,0,1977,\N,80,"Adventure,Animation,Fantasy"
75553,tt0077189,movie,Avalanche,Avalanche,0,1978,\N,91,"Action,Drama,Thriller"
75598,tt0077235,movie,Big Wednesday,Big Wednesday,0,1978,\N,120,"Drama,Sport"
75632,tt0077269,movie,The Boys from Brazil,The Boys from Brazil,0,1978,\N,125,"Drama,Mystery,Sci-Fi"
75641,tt0077278,movie,Buck Rogers in the 25th Century,Buck Rogers in the 25th Century,0,1979,\N,89,"Action,Adventure,Sci-Fi"
75643,tt0077280,movie,The Buddy Holly Story,The Buddy Holly Story,0,1978,\N,114,"Biography,Drama,Music"
75651,tt0077288,movie,La Cage aux Folles,La cage aux folles,0,1978,\N,97,Comedy
75655,tt0077292,movie,Crippled Avengers,Can que,0,1978,\N,104,"Action,Drama"
75668,tt0077305,movie,The Cat from Outer Space,The Cat from Outer Space,0,1978,\N,104,"Comedy,Family,Sci-Fi"
75683,tt0077321,movie,The Cheap Detective,The Cheap Detective,0,1978,\N,92,"Comedy,Crime,Mystery"
75716,tt0077355,movie,Coma,Coma,0,1978,\N,113,"Drama,Mystery,Thriller"
75723,tt0077362,movie,Coming Home,Coming Home,0,1978,\N,127,"Drama,Romance,War"
75755,tt0077394,movie,Damien: Omen II,Damien: Omen II,0,1978,\N,107,Horror
75763,tt0077402,movie,Dawn of the Dead,Dawn of the Dead,0,1978,\N,127,"Horror,Thriller"
75766,tt0077405,movie,Days of Heaven,Days of Heaven,0,1978,\N,94,"Drama,Romance"
75773,tt0077413,movie,Death on the Nile,Death on the Nile,0,1978,\N,140,"Crime,Drama,Mystery"
75776,tt0077416,movie,The Deer Hunter,The Deer Hunter,0,1978,\N,183,"Drama,War"
75789,tt0077429,tvMovie,Devil Dog: The Hound of Hell,Devil Dog: The Hound of Hell,0,1978,\N,95,"Horror,Thriller"
75882,tt0077523,movie,Every Which Way But Loose,Every Which Way But Loose,0,1978,\N,114,"Action,Comedy"
75889,tt0077530,movie,Eyes of Laura Mars,Eyes of Laura Mars,0,1978,\N,104,"Mystery,Thriller"
75892,tt0077533,movie,Faces of Death,Faces of Death,0,1978,\N,105,"Documentary,Horror"
75918,tt0077559,movie,Five Deadly Venoms,Wu du,0,1978,\N,101,"Action,Drama,Mystery"
75931,tt0077572,movie,Force 10 from Navarone,Force 10 from Navarone,0,1978,\N,118,"Action,Drama,War"
75937,tt0077578,movie,Foul Play,Foul Play,0,1978,\N,116,"Comedy,Mystery,Thriller"
75947,tt0077588,movie,The Fury,The Fury,0,1978,\N,118,"Horror,Sci-Fi,Thriller"
75953,tt0077594,movie,Game of Death,Game of Death,0,1978,\N,100,"Action,Crime,Drama"
75990,tt0077631,movie,Grease,Grease,0,1978,\N,110,"Comedy,Musical,Romance"
76010,tt0077651,movie,Halloween,Halloween,0,1978,\N,91,"Horror,Thriller"
76014,tt0077655,movie,Last Hurrah for Chivalry,Hao xia,0,1979,\N,106,"Action,Drama"
